X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,Y (output)
69,11,3,3,3,17.8,850,3875,6831,0.57,56.52,113,360,115.8
30,7.5,3.2,2.8,3,16.5,225,1050,2016,0.52,35,35,315,101.4
33,4.5,3,3,2.5,15.6,148.5,469.46,1336.5,0.35,14.22,28.44,410,131.1
30,7.7,3.5,2.8,3,10.01,214,659,1969.8,0.33,21.66,43.33,465,118.3
21,7.7,3.8,3,2.5,10.09,140,525,1603.98,0.32,25,50,290,140.5
34,15,4.2,3.2,3,11.88,510,2800,6854.4,0.41,82.45,82.45,310,125.1
30,5.5,3.2,2.8,3,12.1,171,700,1568,0.45,23.33,23.33,400,116
44,8.4,3,2.5,3,11.09,262,875,1965,0.44,19.88,39.77,480,111.6
35,15,3,3,3,11.8,550,2750,4725,0.57,78.57,157.14,465,83.4
28,10,3.5,3,3,11.8,280,1275,2940,0.47,45.53,45.53,485,81.4
39,6,3,3,2.5,12.3,234,1025,1944,0.52,26.28,52.56,302,119.9
36,10.3,3.2,2.8,3,22.12,267,1350,2392.32,0.56,37.5,37.5,400,116
105,5,3.2,2.5,3,23.74,889,4333.3,7965,0.54,41.26,82.54,470,119.1
30,15,4,3,3,23.74,450,2500,5400,0.46,83.33,83.33,370,122
20,6.5,3.5,2.8,3,24.01,130,600,1274,0.47,30,60,280,119.6
61,8,4,3,3,24.3,488,2400,5856,0.41,39.34,78.68,400,121.5
40,9.5,3,3,3.5,10.1,300,1250,2610,0.47,31.25,62.5,380,112
70,70,4,2.8,2.5,10.9,420,2000,4704,0.42,28.57,57.14,470,124.3
30,15,4,3,3,11,450,2500,5400,0.46,83.33,83.33,480,120
35,12.5,3,3,2.5,11.74,175,575,1575,0.36,16.42,32.84,480,112.7
25,25,3.2,3,3,11.84,224.18,1080,2152.12,0.51,43.22,86.44,390,110
27,10,3.2,2.8,3,11.84,270,1375,2419.2,0.57,50.9,101.8,370,122
30,6.5,3.2,2.8,3,10.9,195,975,1747.2,0.56,32.5,64.6,300,119
25,13.8,3.2,2.8,3,7.9,183.75,825,1646.4,0.51,33,33,490,118
21,11.5,3.5,3,3,8.4,236.25,1250,2535.75,0.49,58.38,116.76,385,97.4
75,15,3,3,3,8.4,1125,5885,10125,0.58,78.47,156.94,430,115.9
28,8,3.2,3,3,7.3,224,1300,2150.4,0.6,46.43,92.86,330,99.5
16,12.8,3.2,3,3,7.606666667,209,975,206.4,0.49,60.94,121.88,383,119.1
33,11.1,4,3,3,7.606666667,510,2250,4212,0.53,68.18,136.36,430,125.3
24,7.5,3.2,3,3,8.61,180,925,1728,0.54,38.54,77.08,410,123.3
32,15,3.1,3.5,3,11.32,480,3075,5208,0.59,96.1,192.2,391,93.3
39,8.5,3.5,3,3,10.12,331,1750,3480,0.5,44.87,89.74,490,116.9
24,6,3,3,3,10.21,144,600,1296,0.46,25,50,350,124.2
58,7,4,3,3,10.85,406,2075,4872,0.42,35.77,71.55,460,125.2
30,15,3.5,3.2,3,10.94,450,2650,5040,0.53,88.33,176.66,385,99.4
43,7.5,3.2,3,3,11.28,322,1700,3096,0.59,42.5,42.5,340,112.9
32,15,4.2,3.2,3,11.48,480,2800,6451,0.43,87.5,87.5,410,78.7
48,"4,7",3.5,3,3,11.59,264,1000,2772,0.36,20.83,41.66,410,93.6
33,7,3,3,3,9.13,231,900,2079,0.43,27.27,27.27,380,90.1
32,8,3,3,3.5,8.16,256,1325,2304,0.57,41.4,41.4,310,99.4
40,6.5,3.2,2.8,3,8.25,250,1050,2329,0.45,26.25,52.5,320,97.8
22,15,3.5,3.2,3,9.34,330,2125,3696,0.57,96.59,193.18,370,118.1
77,"6,8",3.2,2.8,3,14.59,566,2150,5071,0.42,27.92,27.92,380,107.5
54,15,3.5,3.2,3,15.74,810,4625,9072,0.5,85.64,85.64,540,127.3
28,6,3.2,2.8,3,16.13,168,800,1505,0.53,28.6,28.6,340,100
37,7.5,3.2,3,3,9,277,1250,2664,0.47,33.8,33.8,340,100
30,10,3.5,3,3.5,10,300,1350,3150,0.42,45,45,365,119.8
114,8,3.5,3,3,10.48,912,3625,9576,0.37,31.79,63.58,480,125.3
40,4,4,3,2.5,10.59,400,550,1920,0.28,13.75,13.75,230,114
21,6,3,2.5,3,11,126,350,945,0.37,16.67,33.34,410,118
65,6,3.5,3,3,11,390,1675,4095,0.4,25.76,51.92,440,120.7
35,7.8,3.2,2.8,3,11.01,182,550,1631,0.34,15.7,31.4,295,119
34,7.8,3,3,2.5,11.12,170,400,1530,0.26,11.42,11.42,360,119.1
37,15,4,3,3,12.4,555,2800,6660,0.42,75.67,75.67,390,114
24,15,4,3,3,12.4,360,1725,4320,0.39,71.87,71.87,290,114
22,6,3.2,2.8,3,12.61,132,500,1183,0.42,22.72,45.26,405,119
38,6,3.2,2.8,3,12.15,228,1000,2043,0.49,26.32,26.23,310,117
39,6,3.2,2.8,3,10.64,234,800,2097,0.4,20.5,42,280,112
39,8.4,3.5,3.2,3,11.4,556,2625,6227.2,0.42,67.31,134.62,450,106.3
22,13,4,3,3,11.42,299,1500,3432,0.43,68.18,136.36,420,124.5
24,7.5,3,3,3,12.14,180,505.56,1620,0.31,21.06,42.12,432,112.4
42,15,4.2,3.2,3,13.48,630,3625,8467,0.42,86.3,172.6,410,122.7
53,15,4.2,3.2,3,13.48,795,4500,10684,0.42,84.9,169.81,420,122.7
19,10,3,3,3,13.48,190,825,1710,0.48,43.42,43.42,390,125.7
61,8.5,4,3,3,13.61,518.5,3125,61222,0.5,51.22,102.4,420,124.4
31,5.5,4,3,2.5,14.19,170,775,2046,0.37,25,50,390,117
14,4,3,2.5,2.5,7.12,56,100,420,0.24,7.14,7.14,330,100
20,8.9,3,2.8,3,8.52,108,425,907.2,0.47,21.25,21.25,320,110
20,15,3.5,3.2,3,8.94,300,1950,3360,0.58,97.5,97.5,480,129.8
24,5,3,3,3,9,120,400,1080,0.37,16.66,16.66,380,87.1
12,9.0,3,3,2.5,9,42,100,378,0.26,8.33,8.33,340,110.5
27,9,3,3,3,9,243,1000,2187,0.45,37.03,37.03,350,123
37,15,4.2,3.2,3,9,555,3250,7500,0.43,87.83,175.67,340,117
40,15,3.5,3.2,3,9,600,3300,6720,0.49,82.5,82.5,410,118.1
32,7,3.2,2.8,3,9,240,1000,2150,0.47,31.25,31.25,390,87.7
50,9.3,3.2,2.8,3,8,275,1350,2464,0.55,27,27,350,114.7
100,9.3,3.5,2.8,2.8,7,485,1750,4704,0.37,17.5,35,80,118.9
34,4,3.3,2.6,2.5,8,136,425,1166.8,0.36,12.5,12.5,110,119
33,4,3.3,2.6,2.5,6,132,425,1132.5,0.37,12.8,12.8,110,124.7
35,5,3,3,3,7,175,700,1575,0.44,20,40,80,123.6
30,8.9,3,3,2.8,6.9,150,500,1350,0.37,16.66,33.32,290,121.8
20,10,3,3,3,7.8,200,850,1800,0.47,42.5,42.5,340,117.1
61,6,3.2,2.8,3,8.16,366,1525,3279.6,0.47,25,50,390,110.6
36,6,3.2,2.8,3,9.12,216,875,193.36,0.45,24.31,48.62,290,120
29,15,3.5,3,3,10.7,435,2300,4567.5,0.5,79.31,158.63,310,124
73,8.9,4,3,2.5,11.16,423,2025,5080,0.39,27.73,55.47,490,120.2
61,8.9,3,3,3,11.12,405,2000,3645,0.54,32.78,65.57,390,90.1
36,8.9,3.3,2.6,2.8,11.81,162,450,1390,0.32,12.5,12.5,410,119
36,15.0,3.5,3.2,3,12.14,540,3000,6048,0.49,83.33,83.33,330,118.4
34,9.0,4,3,2.8,13.42,180.2,700,2162.4,0.32,20.58,41.17,420,133.1
53,9.0,3,2.8,3,14.17,480.5,2275,4032,0.56,42.92,85.84,390,138.5
35,9.0,3,3,2.8,14.49,175,575,1575,0.36,16.42,16.42,280,129.6
27,7,3,3,3,14.91,189,1000,1701,0.58,37.03,37.03,340,123.7
22,15,4,3,3,9.4,327,1750,3960,0.44,79.54,159,360,121
22,15,3.5,3.2,3,9.4,330,1800,3696,0.49,81.82,163.64,380,110
42,9.2,3.2,2.8,3,10.2,261,1150,2338,0.49,27.38,54.76,391,123
30,9.2,3.2,2.8,3,10.9,180,675,1612.8,0.42,22.5,45,395,117
28,10.0,4,3,3,2.8,280,1325,3360,0.39,47.32,94.64,370,112
26,7.0,3,3,3,3.9,182,875,1638,0.53,33.65,67.3,380,123
30,9.2,3,3,2.5,4.7,120,400,1080,0.37,13.33,26.66,280,119.8
32,9.2,3.2,2.8,3,5.1,205,875,1843,0.48,27,54,250,116
31,4.0,3.2,2.8,2.5,8.9,124,425,1111.04,0.4,13.71,27.42,230,114
26,15.0,3.5,3.2,3,10.14,390,2300,4368,0.53,88.46,176.92,320,121
36,9.2,3.2,2.8,3,10.14,316,1550,2831.4,0.55,43.06,86.12,390,100
22,9.2,3.8,3,3,10.14,248.81,1450,2843,0.51,65.9,131.81,360,122
40,9.2,3.2,2.8,3,11.12,280,1425,2508.8,0.57,35.62,71.24,370,110
41,15,3.5,3.2,3,13.14,615,3550,6888,0.52,86.59,86.59,410,123
24,7,3,3,3,12.13,168,800,1512,0.52,33.36,33.36,380,124.1
30,7,3,3,3,8.9,210,1000,1890,0.52,33.36,33.36,340,117
19,12,3.5,3,3,8.1,216,1125,2268,0.49,59.21,118.4,380,116
67,9.3,3,3,2.5,8.5,335,783,3015,0.25,11.68,23.37,230,112.8
24,5,3,3,2.5,9.68,120,525,1440,0.36,21.8,21.8,280,112.5
33,6,3.2,2.8,3,9.12,198,750,1774,0.42,22.73,45.56,310,112
26,15,3.5,3.2,3,10.14,390,2000,4368,0.46,76.92,153.84,370,123
30,15,4,3,3,10.14,450,2350,5400,0.43,78.33,156.66,280,119
38,15,4,3,3,10.14,570,3375,6840,0.49,88.81,177.63,380,100
31,4.5,3,3,2.5,10.42,142,550,1278,0.43,17.74,35.48,380,110
25,9.3,3.5,3,3,10.98,157,525,1648.5,0.31,21,42,380,85.1
24,6,3.5,3,3,9.15,144,675,1512,0.44,28.12,28.12,370,113.8
31,9.3,3.5,3,3,9.96,259,1325,2719.5,0.48,42.74,85.48,365,83.4
51,9.3,3.2,2.8,3,9.31,368,1300,3297.3,0.4,25.5,51,410,125.7
105,9.3,4,3,3,9.22,840,4375,1080,0.43,41.66,83.33,400,123.7
25,4,3,3,2.5,9.13,100,375,900,0.41,15,30,370,120.4
27,7,3,3,3,9.2,189,900,1701,0.52,33.33,33.33,365,125.1
30,7,3,3,3,9.3,210,1000,1890,0.52,33.33,33.33,365,125.1
21,15,4,3,3,9.2,315,1825,3780,0.48,86.9,173.8,280,127.5
32,8,3.2,2.8,3,9.1,336,1550,3010.6,0.51,36.9,36.9,250,100
45,9.23,4,3,3,9.6,258,1300,3102,0.41,37.53,75.06,200,129
40,9.17,4,3,3,3,600,3200,7200,0.44,80,160,370,110
21,9.20,3,3,2.5,4,88.2,350,793.8,0.44,16.66,16.6,280,123
9,9.22,3.2,2.8,3,5.6,81,200,725.76,0.3,22.22,22.22,310,110
41,9.21,3.8,2.8,3,5.9,225.5,1000,2400,0.41,24.39,48.78,430,96.6
40,9.23,3.4,2.7,2.8,6.2,179.9,675,1652,0.4,16.47,33.75,350,113.9
20,3,3,2.5,2,6.8,60,225,450,0.5,11.25,22.5,370,100
24,7,3,3,3,7.3,160,800,1512,0.52,33.33,33.33,320,126.5
27,7,3,3,3,7.1,210,825,1890,0.43,30.55,30.55,380,106
19,15,3.5,3,3,8.7,285,1700,2992,0.56,83.44,178.9,380,110
31,15,4.3,3.5,3,8.7,465,2925,6998.25,0.36,94.35,94.35,398,137.8
29,15,3.5,3.1,3,8.7,435,3025,4585,0.65,104.3,208.6,450,131
30,12-Jan,2.5,2.5,3,8.9,135.6,355.56,847.5,0.41,11.8,23.7,316,114.5
60,60,3.2,3,3,8.1,460,2200,4424,0.5,36.6,73.2,590,118.5
25,4,3,2.5,2.5,8.2,100,350,750,0.47,14,28,570,124.1
28,7,3,3,3,8.3,196,1000,1764,0.56,35.71,71.42,268,121.2
34,15,3,2.6,3,8.2,164.9,425,1286.2,0.33,12.5,12.5,512,119
23,6,3,2.5,3,8.5,138,575,1035,0.55,25,50,615,107.6
36,18.4,3,3,3,8.6,233,1075,2097,0.51,29.86,29.86,373,119.7
30,18.4,4,3,3,8.9,193,925,2316,0.39,30.83,61.66,300,120.5
19,18.4,3,2.5,3,9.1,114,516.68,867,0.59,27.19,54.38,360,118.3
22,15,4,3,3,9.4,330,1825,3960,0.46,82.95,82.95,162,119.2
56,16,3,2.5,3,9.4,493.5,1975,3296.25,0.59,35.26,70.53,530,121.7
23,17,3,2.5,3,9.4,206,1025,1545,0.66,44.56,89.12,606,86.5
52,18,3.2,2.8,3,11.68,360,1625,3232.1,0.5,31.25,31.25,522,116.5
36,19,3.5,3,3,12.21,157.9,525,1658,0.31,14.58,29.16,311,126.7
34,20,3.5,3,3,12.7,493,2700,5145,0.52,79.4,158.8,390,130
37,2,4.2,3.2,3,12.7,531.6,3536.12,7144.7,0.49,95.57,191.14,482,135.4
23,15,3.2,3,3,12.7,345,2000,3312,0.6,86.96,86.96,584,127.8
58,16.8,3.5,2.8,3,19.65,209.4,702.78,2052.12,0.34,12.11,24.23,380,116.9
35,14.1,3.5,2.8,3,19.13,164.2,722.24,1609.16,0.44,20.63,41.27,496,126.1
72,14.8,3.2,2.8,3,19.15189453,663,3025,5940.5,0.51,42.01,84.02,562,122.1
61,15,3.5,3.1,3,19.15189453,915,4925,9928,0.5,80.74,80.74,524,120.2
55,15,3,3,3,19.15189453,825,4600,7425,0.61,83.63,167.27,644,126.1
26,20,3,3,"2.5, 3",20.61,106,191.82,954,0.2,7.37,7.37,251,111.5
37,21,3,3,3,8.9,214.8,1000,1933.2,0.52,27.03,24.06,679,120.6
10,22,4,3.5,3,8.5,138,850,1932,0.44,85,117,679,120.6
60,23,3,3,3,8.5,690,3600,6210,0.57,60,120,578,104.9
25,3.5,3,2.5,3,6.9,87.5,125,656.25,0.19,5.56,11.12,584,86.5
56,15,4.2,3.2,3,16.28,840,5116,11289,0.45,91.36,182.73,521,135.4
39,25,3,3,3,15.36,217,950,1953,0.48,24.35,24.35,426,118.6
40,26,2.5,2.5,"2.5,3",14.19,180,500,1125,0.44,12.5,25,546,120.4
26,6,3,3,3,14.36,156,686.12,1404.48,0.48,26.38,26.38,520,118.6
32,21,2.5,2.5,3,13.97,215.16,850,1344.75,0.63,26.56,26.56,486,111.6
62,22,3.5,2.8,2,13.16,250.2,1005,2451.96,0.41,16.21,32.43,569,113
99,6,3,3,3,13.19,594,2525,5346,0.47,25.5,51,730,114
35,41,4.2,3.2,3,17.28,472,3025,6350,0.47,86.42,172.85,620,109
43,46,3.2,2.8,3,13.61,291.54,1200,2612.2,0.46,27.9,27.9,490,108
30,6,3,3,3,23.12,180,750,1620,0.46,25,25,340,110
30,14,3,2.5,3,23.18,170,533.76,1275,0.41,17.79,17.79,470,115.8
94,15,4,3.2,3,23.84,1410,8200,18048,0.45,87.23,174.46,300,140.5
53,12,4,3,3,6.8,388,1950,4656,0.41,36.79,73.58,280,126.3
30,16.6,3,3,3,7.9,267,1375,2403,0.57,45.83,45.83,310,112.8
18,16.9,3,3,3,8.778813071,189,975,1701,0.57,54.21,108.42,480,85.5
42,17.2,3,3,3.5,9.13,421,2050,3182,0.64,48.8,97.6,280,123.4
24,17.2,3.5,3,3,10.14222623,309,1800,3244.5,0.55,75,150,365,115.4
18,17.5,3,2.5,2.5,10.12,54,75,405,0.31,7,7,330,116.4
28,17.5,3,2.5,2.5,10.26,78,150,585,0.26,5.8,5.8,305,116.4
59,17.5,3.5,3,3,17.19169955,873.17,5025,9168.28,0.54,85.16,85.16,270,115
54,17.4,4.2,3.2,3,17.19169955,810,6000,10886.4,0.55,111.11,122.22,340,122
45,17.5,3,2.8,3,17.19169955,,2575,4650,0.55,57.22,114.44,360,124
28,17.5,3.5,3,3,17.19169955,432,3528,3528,0.49,62.5,125,390,126
34,17.6,3,3,3,16.98,156,666,1404,0.47,19.6,19.6,255,125
94,17.5,3,3,3,11.12,564,2450,5076,0.48,26.06,26.06,410,114.7
32,17.5,3.5,3,3,11.80021532,297.6,1800,3124.8,0.57,56.25,112.5,365,117.1
30,17.4,3.5,3.2,3,11.80021532,450,2775,5040,0.55,92.5,92.5,420,127.7
51,17.8,3.5,3.2,3,11.80021532,765,4700,8568,0.55,92.16,92.16,460,130.9
44,17.9,3.2,2.8,3,8.9,174,800,1559,0.56,18.18,36.36,460,130.9
22,17.9,3,3,3.5,9.889000504,286,1150,2574,0.44,52.27,104.54,410,110
30,18.0,3,3,3.3,9.889000504,274,1069,2466,0.43,42.66,85.32,370,84.3
23,18.1,3,3,3,9.6,108,325,972,0.33,14.13,14.13,295,93.6
30,18.2,4.2,3.2,3,11.72287638,360,1650,4838.4,0.34,55,110,370,90.9
28,18.3,3,2.5,1.8,10.51,111.5,341.68,836.25,0.41,12.2,24.4,290,109.9
68,18.3,3.2,3,3,10.21,532,2150,5107.2,0.42,31.61,55.61,430,131.4
63,18.2,3.8,3,3,10.96,471,1775,5369,0.33,28.17,56.34,360,124.4
29,18.1,4.2,3.2,3,11.49629485,316,1650,4247,0.38,56.89,56.89,270,126.1
41,18.0,4,3.5,3,11.49629485,517,3000,7238,0.41,73.17,146.34,365,126.1
31,5,3,3,2.5,11.45,155,575,1395,0.41,18.54,18.54,265,110.2
34,8,3,3,3,11.58,272,1408.32,2448,0.57,41.42,41.42,270,113.2
63,6.5,3.2,2.8,3,11.69,409.5,1725,3669.12,0.47,27.38,27.38,415,125
28,12,4.2,3.2,3,10.08,336,2250,4515.84,0.49,80.35,160.71,434,126.2
34,5,3,3,3,10.21,170,567.12,1530,0.37,16.68,33.36,278,115
20,7,3,3,3,10.29,140,667.2,1260,0.52,33.36,66.72,285,113.1
30,10,3.5,3,3,9.9,300,1600,3150,0.51,53.33,53.33,315,119.6
49,16.68367001,3.2,2.8,3,9.15,408,1200,2634.24,0.45,24.49,24.49,385,112.2
34,6,3,3,3,10.12,204,950,1836,0.51,27.94,27.94,235,106
34,16.53731837,3,3,3,12.64,182,658.32,1638,0.41,19.36,19.36,310,113.7
33,16.53731837,3.5,2.8,3,13.15,469.5,950,2263,0.41,28.78,28.78,260,94.1
53,12,3,3,3,14.8,636,3050,5724,0.53,57.54,115.09,287,112.6
31,6,3.5,3,3,15.14,180,775,1890,0.41,25,50,430,114
73,16.34154386,4,3,3,15.63,598.6,3750,7183,0.52,51.36,102.73,370,101.7
36,16.34154386,3.4,2.7,2.5,14.12,151,500,1388.01,0.39,13.88,13.88,410,120.1
36,4,3,3,2.5,13.54,144,625,1296,0.48,17.36,17.36,250,97.4
34,5,3,3,2.5,12.68,170,750,1530,0.49,22.05,22.05,310,122
24,7,3,3,3,11.16,168,800,1512,0.52,33.33,33.33,310,122
58,15.93880445,3,3,3,11.47,356,1850,3115,0.59,31.89,63.79,390,107.6
33,15,3.5,3.2,3,11.54,495,3350,5544,0.6,101.5,203,380,110
40,6,3.2,2.8,3,12.19,240,900,2150.4,0.42,22.5,45,350,110
50,10,3.5,3,3,13.9,500,2250,5250,0.42,45.1,90.2,510,107.8
30,15.74326476,4,3,3,13.9,188.5,1125,2262,0.49,85.53,173.07,310,117
21,4,3,3,2.5,12.31,84,300,756,0.39,14.28,28.56,400,113.8
15,6,3.2,2.8,3,12.61,90,375,806.4,0.47,25,50,390,126.4
11,4,3,3,2.5,12.47,44,175,396,0.44,15.9,15.9,340,120.6
31,7,3,3,3,11.36,217,1075,1953,0.55,34.67,34.67,330,120.6
51,15.28202236,3.2,2.8,3,11.25,382.48,1725,3427,0.5,33.8,67.6,220,101.7
28,15.28202236,4,3,3,10.61,215.6,1275,2587.2,0.41,45.53,91.01,430,117.6
87,15.28202236,3.5,2.7,2.5,10.15,348,1100,3288.6,0.33,12.64,25.28,450,117.6
25,15,3.5,3,3,9.9,375,1750,3937.5,0.44,70,140,390,100
30,12,3.2,2.8,3,9.9,360,1950,3225.6,0.6,65,130,365,123
63,3.5,2.8,2.6,2.5,11.86,220.5,350,1605.24,0.22,5.56,11.12,370,121
25,7,3,3,3,15.34,210,900,4575,0.57,36,36,310,120.9
30,4.5,3,3,2.5,17.91,120,425,1080,0.39,14.16,28.32,250,120.24
71,14.93444547,3,3,3,18.98688909,714,3750,6426,0.58,52.81,105.62,470,127.9
15,8,3.5,3,3,18.98,136,625,1260,0.49,41.66,83.4,320,123
28,4,3,3,3,13.46,112,350,954,0.36,12.5,25,340,118.9
40,14.75926026,3,3,3,12.75185205,370,2000,3330,0.6,50,100,410,120
26,14.75926026,3.2,2.8,3,12.75185205,233.5,1150,2092.16,0.55,44.23,44.23,420,110
8,15,3.5,3,3,12.75185205,300,650,1260,0.51,81.25,162.5,350,123
24,7,3,3,3,12.56,168,800,1512,0.52,33.33,33.33,420,92.7
36,8,4,3,3,12.34,288,1325,2456,0.38,36.8,73.11,370,116
65,14.62582306,3,3,3,11.03,496,2675,4469,0.59,41.15,82.3,245,121
15,5,3,3,3,11.03,75,150,675,0.22,10,20,384,129
30,14.53751276,3.2,2.8,3,10.70750255,300,1750,2688,0.65,58.33,58.33,370,112
70,15,3.5,3.2,2.5,10.70750255,1050,6150,11760,0.52,87.86,87.86,380,116
26,4.5,3,3,2.5,10.37,117,325,1053,0.3,12.5,25,290,112
37,8,3,3,3.5,11.9,296,1450,2664,0.54,38.92,77.84,510,117.5
20,5,3,3,3.5,12.6,100,350,900,0.38,17.5,17.5,370,117.2
48,11,4,3,3,13.8,528,3000,6336,0.47,62.5,125,360,112
28,10,3.5,3,3,13.8,280,1425,2940,0.48,50.89,101.78,360,123
32,9,3.5,3,3.5,15.63,297,1525,3024,0.5,47.65,95.31,360,110
40,6,3.2,2.8,3,16.85,240,1125,2150.4,0.52,28.13,28.13,340,128
20,6,3.5,3,3,17.6,120,500,1260,0.39,25,25,280,119.5
31,7,3.5,3,3,18.45,217,1100,2278,0.48,35.48,35.48,310,119.5
52,3.5,3,3,2,19.12,182,515,1638,0.35,11.05,22.1,400,113.7
75,13.91840003,2.8,3,3,19.54368001,926,4600,7778.4,0.59,61.33,122.66,540,119.7
77,13.91840003,3.5,3,3,19.54368001,1095,4125,11497.5,0.36,53.57,53.57,490,129.4
43,13.91840003,3,3,3,19.54368001,460,125,4140,0.51,49.41,98.83,550,112.9
45,4,3,3,2.5,20.98,180,500,1620,0.3,11.11,22.22,450,85.8
17,5.5,2.5,3,2.5,30.62,93.5,425,981.75,0.43,25,30,380,91.1
280,12,4,3,3,60.4,3360,19000,40320,0.47,67.85,135.7,740,99.8
37,4.5,3.5,3,2.5,59.36,173.9,500,1748,0.28,13.51,27.02,280,118.2
38,4.5,3.5,3,3,55.16,171,500,1795,0.27,13.15,26.31,240,130.2
37,5.5,3,3,2.5,50.19,203,875,1831.5,0.47,23.64,47.29,480,110.2
45,8,3,3,3,40.12,360,2000,3240,0.61,44.44,88.88,390,90.9
170,13.51054659,3.5,3,3,38.60210932,1482,8552.76,15561,0.55,50.31,50.31,450,124.9
97,6,3.2,2.8,3,36.85,582,2150,5214.72,0.41,22.16,44.32,380,103.9
60,9,3.5,3,3,37.56,360,2425,5670,0.42,40.41,80.83,410,124.2
36,8,3.5,3,3,30.18,288,1500,3024,0.49,41.66,41.44,220,125.4
25,8,3.5,3,3,13.01,200,825,2100,0.39,33,33,210,119.8
40,4.5,3,3,2.5,14.34,180,500,1620,0.3,12.5,12.5,220,119.7
42,13.27658504,3,3,2.5,15.68,176.6,300,1323,0.15,7.14,14.28,250,`123.7
40,4,3,3,2.5,16.36,160,625,1400,0.43,15.62,31.25,260,130.8
28,13.20984701,3.3,2.8,2.5,17.85,140,625,1293.6,0.48,22.32,22.32,310,120.1
62,13.20984701,3.2,3,3,16.8819694,785,5275,7536,0.68,83.47,83.47,370,121.2
49,13.20984701,3,3,3,15.34,295,1075,2655,0.4,21.93,43.87,390,115.6
44,15,4.3,3.2,3,13.9,660,4125,9081.6,0.45,93.74,187.5,430,115.9
43,5,3,3,2.5,14.6,215,875,1935,0.45,20.34,20.34,360,99.2
36,15,3.5,3,3,12.1,540,3500,5670,0.62,97.22,97.22,440,114.9
75,8,3.2,2.8,3,11.3,600,2400,5376,0.45,32,32,360,120
9,8,1.25,1,2.5,11.1,72,100,90,1.11,11.11,22.22,400,120
36,15,3,3,3,12,540,3000,4860,0.61,83.4,166.8,390,87.7
33,6,3,3,3,11.38,198,450,1782,0.25,13.64,27.28,380,127.2
40,13.07247165,3.3,2.7,2.5,10.61,232,900,2067.12,0.43,22.5,22.5,350,94.4
33,15,4,3.5,3,11.7,495,2545,6930,0.36,77.12,145.24,370,107.3
68,13.08523674,3.5,3,3,11.7,894,5100,9387,0.54,75,150,200,122.9
72,5.5,3,2.8,3,11.63,396,1375,3326.4,0.41,19.09,38.18,280,116.2
5,8,2.5,2,3,11.96,40,75,200,0.38,15,30,325,120.3
27,8,3,3,3,10.2,216,1150,1944,0.59,42.59,42.59,280,124.7
76,12.97068377,3,2.8,3,9.6,460,2000,3864,0.51,26.31,66.72,250,162.1
33,12.97068377,3,2.7,2.5,8.16,1015.74,275,0.27,8.33,16.66,16.66,250,117.1
30,12.97068377,3,3,3,8.67,156,450,1350,0.33,20,40,290,88.2
27,12.97068377,3.5,3,2.5,9.794136754,246,1270,2583,0.49,47.22,94.44,340,96
44,6,3,3,2.3,9.68,264,1275,2376,0.53,28.97,28.97,290,112.8
52,6,3,3,2.5,9.97,312,1100,2808,0.39,21.15,21.15,300,100.8
52,8,3.2,2.8,3,9.99,416,1500,3727.36,0.4,28.85,57.7,370,94.1
27,15,3.5,3,3,10.3,405,2275,4252.5,0.53,84.26,168.52,390,96
40,15,3.5,3,3,10.3,600,3150,6300,0.5,78.75,157.5,320,93
30,12.88011414,3,2.5,3,9.1,165,700,1225.5,0.57,23.33,46.66,280,128.1
21,15,4,3.5,3,9.3,315,1506.25,4410,0.34,71.72,143.45,320,93
50,15,3.5,3,3,9.3,750,4600,7875,0.58,92,184,360,112.7
64,12.905502,3.2,2.8,3,10.5,306.67,1150,2747.76,0.42,17.96,35.92,410,110.3
10,5.5,4,3.5,3,11.9,55,225,770,0.29,22.24,44.48,340,113.6
41,10,3,3,3,12,410,1625,3690,0.44,39.63,79.26,290,115.9
22,15,3.5,3,3,12,330,1625,3465,0.46,73.86,147.7,350,104.3
75,12.85745226,3.2,2.8,3,11.89,415,1350,3718.4,0.36,18,36,380,93
35,7,3.2,2.8,3,10.31,245,1250,2195.2,0.57,35.7,71.4,310,96.6
9,8,3,2.5,3,9.54,72,75,540,0.14,8.33,8.33,330,96.6
20,12.79587234,3.5,3,3,8.459174469,188,1025,1974,0.51,51.25,102.5,320,126
36,8,3,3,3,9.42,288,1500,2592,0.57,41.66,41.66,360,123
27,15,4.2,3,3,10.44,405,2250,5103,0.44,83.33,166.66,350,125
63,12.78122972,3,3,3,10.44,913.5,5150,821.5,0.62,81.07,163.49,430,125
48,12.78122972,3,2.8,3,10.44,416,1925,3500,0.55,40.1,80.2,340,119.4
18,15,3.5,3,3,10.44,270,1125,2835,0.4,62.5,125,370,100
60,8,3.2,2.8,3,12.89,480,1750,4300.8,0.41,29.17,58.34,390,100
51,15,4,3,3,15.2,765,4550,9180,0.49,89.21,178.42,380,118
40,5,3,2.5,3,14.63,200,900,1500,0.6,22.5,22.5,350,118
34,12.73683126,3.5,3,3,11.24736625,394,1900,4137,0.46,55.88,55.88,410,112
8,15,3.8,3,3,11.24736625,120,725,1368,0.52,90.62,90.62,310,125
28,12,4,3,3,11.24736625,336,1900,4032,0.47,67.85,135.71,330,125
35,7,3,3,3,11.15,245,1100,2205,0.49,31.42,31.42,340,133.3
